text,label,meta,context,source,target
"Overnight and early this morning, the tanks and Bradley fighting vehicles of <s>the 3rd Infantry Division</s> backed by the Apache attack helicopters of the 11th Aviation Regiment punched through the Republican Guard defenses in and around <t>Karbala</t>.",Conflict,AW|doc_id=3302|sent_id=161|dataset=ace|osplit=dev|etype=Conflict:Attack,Conflict:Attack,Attacker:the 3rd Infantry Division,Place:Karbala
"Overnight and early this morning, the tanks and Bradley fighting vehicles of <s>the 3rd Infantry Division</s> backed by the Apache attack helicopters of the 11th Aviation Regiment punched through the <t>Republican Guard</t> defenses in and around Karbala.",Conflict,AW|doc_id=3302|sent_id=161|dataset=ace|osplit=dev|etype=Conflict:Attack,Conflict:Attack,Attacker:the 3rd Infantry Division,Target:Republican Guard
Lynch was rescued in a daring raid by <s>U.S. forces</s> on <t>the Saddam hospital in Nasiriya</t>.,Conflict,AW|doc_id=274|sent_id=151|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:U.S. forces,Target:the Saddam hospital in Nasiriya
Lynch was rescued in a daring raid by <s>U.S. forces</s> on the Saddam hospital in <t>Nasiriya</t>.,Conflict,AW|doc_id=274|sent_id=151|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:U.S. forces,Place:Nasiriya
<s>Israel</s>'s night-time raid in <t>Gaza</t> involving around 40 tanks and armoured vehicles came after Prime Minister Ariel Sharon convened his security cabinet to discuss a response to the bomb attack.,Conflict,AW|doc_id=3492|sent_id=141|dataset=ace|osplit=dev|etype=Conflict:Attack,Conflict:Attack,Attacker:Israel,Place:Gaza
"The bus attack came just two days after <s>Israeli forces</s> staged a bloody raid into a refugee camp in central Gaza targeting <t>a founding member of Hamas, which has spearheaded suicide bombings against the Jewish state</t>.",Conflict,AW|doc_id=3508|sent_id=187|dataset=ace|osplit=dev|etype=Conflict:Attack,Conflict:Attack,Attacker:Israeli forces,"Target:a founding member of Hamas, which has spearheaded suicide bombings against the Jewish state"
"The bus attack came just two days after <s>Israeli forces</s> staged a bloody raid into <t>a refugee camp in central Gaza</t> targeting a founding member of Hamas, which has spearheaded suicide bombings against the Jewish state.",Conflict,AW|doc_id=3508|sent_id=187|dataset=ace|osplit=dev|etype=Conflict:Attack,Conflict:Attack,Attacker:Israeli forces,Place:a refugee camp in central Gaza
"The bus attack came just two days after <s>Israeli forces</s> staged a bloody raid into a refugee camp in <t>central Gaza</t> targeting a founding member of Hamas, which has spearheaded suicide bombings against the Jewish state.",Conflict,AW|doc_id=3508|sent_id=187|dataset=ace|osplit=dev|etype=Conflict:Attack,Conflict:Attack,Attacker:Israeli forces,Place:central Gaza
"<s>u.s. forces in baghdad</s> are staging spot raids around <t>that city</t>, searching for holdout members of saddam's regime.",Conflict,AW|doc_id=939|sent_id=232|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:u.s. forces in baghdad,Place:that city
"with uday, i mean, the stories, you open the article, what you cowrote this article the sum of two evils, the reign of terror with <s>saddam's sons</s> abducting a 14-year-old, raping her, crashing wedding parties to rape <t>the brides</t>.",Conflict,AW|doc_id=670|sent_id=252|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:saddam's sons,Target:the brides
<s>Tugle</s> was on trial for raping and killing <t>a southwest Virginia grandmother</t>.,Conflict,AW|doc_id=2970|sent_id=228|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:Tugle,Target:a southwest Virginia grandmother
"<s>israel</s> retaliated on <t>hamas</t>, namely al-rantissi, it missed him and killed civilians.",Conflict,AW|doc_id=1355|sent_id=140|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:israel,Target:hamas
"<s>israel</s> retaliated on hamas, namely <t>al-rantissi</t>, it missed him and killed civilians.",Conflict,AW|doc_id=1355|sent_id=140|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:israel,Target:al-rantissi
"in michigan, a second straight night and into this morning, <s>hundreds of people</s> have been rioting in <t>benton harbor</t>.",Conflict,AW|doc_id=1385|sent_id=134|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:hundreds of people,Place:benton harbor
"it's designed to counter the kind of thing that i found in the new york newspaper this morning where <s>a brooklyn woman</s> who scalded <t>her 4-year-old</t> to death in a bathtub, walked out of court a free woman yesterday sentenced to five years probation.",Conflict,AW|doc_id=749|sent_id=147|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:a brooklyn woman,Target:her 4-year-old
"Until Basra, <s>U.S. and British troops</s> had encountered little resistance, even when they seized <t>nearby Umm Qasr</t>, and moved to secure key oil fields.",Conflict,AW|doc_id=3857|sent_id=240|dataset=ace|osplit=test|etype=Conflict:Attack,Conflict:Attack,Attacker:U.S. and British troops,Place:nearby Umm Qasr
<s>Duke Cunningham</s> was a Vietnam fighter ace shooting down <t>five enemy planes</t>.,Conflict,AW|doc_id=132|sent_id=108|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:Duke Cunningham,Target:five enemy planes
about 40 miles or so outside baghdad in fallujah where there was a shootout between <s>u.s. troops</s> and <t>iraqies who had been demonstrating there</t>.,Conflict,AW|doc_id=1030|sent_id=71|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:u.s. troops,Target:iraqies who had been demonstrating there
<s>police</s> captured <t>the 17-year-old hijacking suspect</t> without firing a shot.,Conflict,AW|doc_id=642|sent_id=165|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:police,Target:the 17-year-old hijacking suspect
"this was the italian ship that was taken -- that was captured by palestinian terrorists back in 1985 and some may remember the story of leon clinghover, he was in a cheal chair and <s>the terrorists</s> shot him and pushed him over the side of the ship into <t>the mediterranean where he obviously, died</t>.",Conflict,AW|doc_id=928|sent_id=223|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:the terrorists,"Place:the mediterranean where he obviously, died"
British officials say they believe Hassan was <t>a blindfolded woman</t> seen being shot in the head by <s>a hooded militant</s> on a video obtained but not aired by the Arab television station Al-Jazeera.,Conflict,AW|doc_id=3403|sent_id=96|dataset=ace|osplit=dev|etype=Conflict:Attack,Conflict:Attack,Attacker:a hooded militant,Target:a blindfolded woman
<s>American troops</s> stormed a presidential palace and other key buildings in <t>Baghdad</t> as U.S. tanks rumbled into the heart of the battered Iraqi capital on Monday amid the thunder of gunfire and explosions.,Conflict,AW|doc_id=1945|sent_id=75|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:American troops,Place:Baghdad
<s>American troops</s> stormed <t>a presidential palace</t> and other key buildings in Baghdad as U.S. tanks rumbled into the heart of the battered Iraqi capital on Monday amid the thunder of gunfire and explosions.,Conflict,AW|doc_id=1945|sent_id=75|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:American troops,Target:a presidential palace
<s>American troops</s> stormed a presidential palace and <t>other key buildings in Baghdad</t> as U.S. tanks rumbled into the heart of the battered Iraqi capital on Monday amid the thunder of gunfire and explosions.,Conflict,AW|doc_id=1945|sent_id=75|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:American troops,Target:other key buildings in Baghdad
Kurds said <t>18 of their own</t> died in the mistaken <s>U.S</s>. air strike.,Conflict,AW|doc_id=1963|sent_id=150|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:U.S,Target:18 of their own
"If the resolution is not passed, <s>Washington</s> would likely want to use the airspace for strikes against <t>Iraq</t> and for airlifting troops to northern <t>Iraq</t>.",Conflict,AW|doc_id=3806|sent_id=129|dataset=ace|osplit=test|etype=Conflict:Attack,Conflict:Attack,Attacker:Washington,Place:Iraq
"(on camera): They're well within striking distance of the mortars and rockets of <s>the Fedayeen militia</s>, but they're prepared to take that risk to try and persuade <t>the people of Basra</t> that they won't desert them, that they'll stick with this however messy it gets.",Cooperation,AW|doc_id=432|sent_id=55|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:the Fedayeen militia,Place:the people of Basra
"There was no immediate claim of responsibility for Monday's attack at the Shaarei Amakim mall in <t>the working class town of Afula</t>, which has been targeted repeatedly by <s>Palestinian militants</s> because of its proximity to the West Bank.",Conflict,AW|doc_id=2225|sent_id=215|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:Palestinian militants,Place:the working class town of Afula
a massive manhunt underway where <s>a rapist</s> is targeting <t>children</t>.,Conflict,AW|doc_id=1331|sent_id=66|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:a rapist,Target:children
<s>the dying regime if iraq</s> may try to bring terror to <t>our shore shores</t>.,Conflict,AW|doc_id=820|sent_id=188|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:the dying regime if iraq,Place:our shore shores
<s>a man in new york</s> is facing attempted murder charges after allegedly throwing <t>his baby</t> seven stories to the ground below.,Conflict,AW|doc_id=725|sent_id=64|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:a man in new york,Target:his baby
I think that's why <s>Al-Qaeda</s> -- took down the <t>the uh twin towers</t>.,Conflict,AW|doc_id=1536|sent_id=127|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:Al-Qaeda,Target:the uh twin towers
"Coming from the other direction, <s>Jacksonville DB Donovin Darius</s> unloaded chin high on <t>Ferguson</t> with a vicious clothesline.",Conflict,AW|doc_id=3088|sent_id=103|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:Jacksonville DB Donovin Darius,Target:Ferguson
u.s. officials say some intelligence indicates a red line may have been drawn around <t>the capital</t> with <s>republican guard units</s> ordered to use chemical weapons once u.s. and allied troops cross it.,Conflict,AW|doc_id=786|sent_id=235|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:republican guard units,Place:the capital
u.s. officials say some intelligence indicates a red line may have been drawn around the capital with <s>republican guard units</s> ordered to use chemical weapons once <t>u.s. and allied troops</t> cross it.,Conflict,AW|doc_id=786|sent_id=235|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:republican guard units,Target:u.s. and allied troops
"And now how are people going to argue that <s>the U.S</s>. can no longer both fight a war with <t>Iraq</t> and also fight terrorism, specifically al Qaeda?",Conflict,AW|doc_id=24|sent_id=79|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:the U.S,Place:Iraq
"reporter: while <s>u.s. forces</s> still haven't found any weapons of mass destruction, the new cia pentagon report says officials are now confident the mysterious trucks filled with high-tech equipment found in <t>iraq</t> are indeed mobile biological weapons production facilities, just as secretary of state powell predicted and presented the united nations before the war.",Conflict,AW|doc_id=1209|sent_id=170|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:u.s. forces,Place:iraq
"the war there, a direct spillover from the 1994 civil war in <t>rwanda</t>, where <s>government-led militia</s> slaughtered an estimated 800,000 opposition, and opposition sympathizers in about 100 days.",Conflict,AW|doc_id=1345|sent_id=209|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:government-led militia,Place:rwanda
"the war there, a direct spillover from the 1994 civil war in rwanda, where <s>government-led militia</s> slaughtered <t>an estimated 800,000 opposition, and opposition sympathizers</t> in about 100 days.",Conflict,AW|doc_id=1345|sent_id=209|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:government-led militia,"Target:an estimated 800,000 opposition, and opposition sympathizers"
"The 17,000-strong FARC, <s>the largest guerrilla force in Colombia</s>, has been fighting a war against the government for more than 40 years, leaving <t>400,000</t> dead.",Conflict,AW|doc_id=2429|sent_id=181|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:the largest guerrilla force in Colombia,"Target:400,000"
<s>The US</s> is now fighting a war for <t>a nation whose government they have no direct ties with</t>.,Cooperation,AW|doc_id=2784|sent_id=207|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:The US,Place:a nation whose government they have no direct ties with
"Civil War leading to the victory of <s>one group</s> is the norm in <t>Iraq</t>, and was the casue of most mass graves in the 1980s and 1990s.",Conflict,AW|doc_id=2788|sent_id=101|dataset=ace|osplit=train|etype=Conflict:Attack,Conflict:Attack,Attacker:one group,Place:Iraq
"6:21 eastern time, 2:21 p.m. in iraq, <s>iraqi protesters</s> demonstrate outside <t>a baghdad mosque</t>, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people.",Conflict,AW|doc_id=954|sent_id=255|dataset=ace|osplit=train|etype=Conflict:Demonstrate,Conflict:Demonstrate,Entity:iraqi protesters,Place:a baghdad mosque
"<s>Thousands of Shiites, who constitute Iraq's most populous religious group but were repressed under Saddam Hussein</s>, demonstrated in <t>nearby Nasiriyah</t>, chanting ``No to America and no to Saddam!''",Conflict,AW|doc_id=2056|sent_id=279|dataset=ace|osplit=train|etype=Conflict:Demonstrate,Conflict:Demonstrate,"Entity:Thousands of Shiites, who constitute Iraq's most populous religious group but were repressed under Saddam Hussein",Place:nearby Nasiriyah
"<s>Tens of thousands of people</s> took to <t>the streets</t> across the Middle East Thursday, demonstrating against military strikes on Iraq and calling on Muslims to wage jihad against the United States and its allies.",Conflict,AW|doc_id=3542|sent_id=274|dataset=ace|osplit=dev|etype=Conflict:Demonstrate,Conflict:Demonstrate,Entity:Tens of thousands of people,Place:the streets
